Auteur: ZhenZhen ∾ | Channel: 💬-𝘓𝘦-𝘨𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Djfxmjddpudoyo | Msg_id: 817558144074121258
Msg_id: 858470225959190539 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p dua lipa physical
Msg_id: 858470641123721246 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 858470673911644190 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Angèle perdu
Msg_id: 858629967395160124 | Auteur: c moi wsh | Channel: 『💬』général | Message: un joueur pret a depasser ses limites dans un jeu casse couille ?
Msg_id: 858630000059875329 | Auteur: c moi wsh | Channel: 『💬』général | Message: bref est ce que un pd veut jouer LoL
Msg_id: 858631583677546506 | Auteur: Akiro | Channel: 『💬』général | Message: <:OwMonDieu:842812732246851584>
Msg_id: 858631845029740544 | Auteur: c moi wsh | Channel: 『💬』général | Message: j'ai dit un pd pas un gros pd , tu peux tracer ton chemin
Msg_id: 858642814178033674 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p key largo ft mister V mieux qu'avant
Msg_id: 858651191843225600 | Auteur: c moi wsh | Channel: 『💬』général | Message: 2 S- a la suite dont une partie ou il y avait akiro
Msg_id: 858651213615333397 | Auteur: c moi wsh | Channel: 『💬』général | Message: roh lololo
Msg_id: 858717221040029726 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@!503826313803595786>  tu fais quoi
Msg_id: 858720628462321674 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo
Msg_id: 858732042899947570 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@!503826313803595786>  j'ai fini ma game viens
Msg_id: 858732617632579635 | Auteur: c moi wsh | Channel: 『💬』général | Message: 
Msg_id: 858738729014788157 | Auteur: socxrla | Channel: 『💬』général | Message: ah
Msg_id: 858757262297006171 | Auteur: c moi wsh | Channel: 『💬』général | Message: tg
Msg_id: 858757368938102784 | Auteur: 𓆩MӨӨП𓆪 | Channel: 『💬』général | Message: Keske
Msg_id: 858758922097655808 | Auteur: c moi wsh | Channel: 『💬』général | Message: 
Msg_id: 858775803588640819 | Auteur: Akiro | Channel: 『💬』général | Message: pas drole
Msg_id: 858776713960882176 | Auteur: c moi wsh | Channel: 『💬』général | Message: tgg fdp
Msg_id: 858776752871309312 | Auteur: c moi wsh | Channel: 『💬』général | Message: https://tenor.com/view/benzema-arr%C3%AAte-gif-19832019
Msg_id: 858777088018481222 | Auteur: Akiro | Channel: 『💬』général | Message: pas de son
Msg_id: 858778543597027368 | Auteur: c moi wsh | Channel: 『💬』général | Message: c'est un gif fdp
Msg_id: 858778586395312199 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@!338250709076279298>  ça joue ?
Msg_id: 858778589734109215 | Auteur: Akiro | Channel: 『💬』général | Message: bas mets la video
Msg_id: 858778625556611103 | Auteur: c moi wsh | Channel: 『💬』général | Message: c'est pas une vidéo un gif
Msg_id: 858778641294032897 | Auteur: c moi wsh | Channel: 『💬』général | Message: enfant de tapin
Msg_id: 858778803682017331 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p it's friday remix
Msg_id: 858778837307359272 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 858779272058372127 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p friday riton
Msg_id: 858779351880695818 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo
Msg_id: 858779390099324968 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mangetique flow osirus
Msg_id: 858779427168583700 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Rednex - Cotton Eye Joe (Official Music Video) [HD]
Msg_id: 858781930814963762 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: Yiaaaaaaaaaaaaaa
Msg_id: 858815461016600616 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p friday riton
Msg_id: 858870221875970078 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p fumée nocive green montana
Msg_id: 859001312686768138 | Auteur: Ottoto-うーん | Channel: 『💬』général | Message: 
Msg_id: 859030215225507860 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo
Msg_id: 859030742293151765 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p oboy cabeza
Msg_id: 859030771842154516 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p oboy no blato
Msg_id: 859031205989842945 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo audio lyrics
Msg_id: 859066654629167134 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo audio lyrics
Msg_id: 859070670771191818 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Rednex - Cotton Eye Joe (Official Music Video) [HD]
Msg_id: 859082811096301638 | Auteur: Akiro | Channel: 『💬』général | Message: <@!443536883524567044>  sale chomeur viens lol
Msg_id: 859094133335523370 | Auteur: Akiro | Channel: 『👀』mudae | Message: slayeuse
Msg_id: 859112639569199115 | Auteur: c moi wsh | Channel: 『💬』général | Message: jarrive
Msg_id: 859113707237802014 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Sum 41 - In Too Deep
Msg_id: 859158664464039936 | Auteur: Héra | Channel: 『👀』mudae | Message: hehe
Msg_id: 859158741471330314 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158746235797584 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158753902854196 | Auteur: Akiro | Channel: 『👀』mudae | Message: ^$h
Msg_id: 859158755773251635 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158757942100029 | Auteur: Akiro | Channel: 『👀』mudae | Message: h
Msg_id: 859158769937023017 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158772441022475 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158774752083988 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158776752898059 | Auteur: Akiro | Channel: 『👀』mudae | Message: ^h
Msg_id: 859158778847035393 | Auteur: Akiro | Channel: 『👀』mudae | Message: ^h
Msg_id: 859158784592445520 | Auteur: Akiro | Channel: 『👀』mudae | Message: h$h
Msg_id: 859158797410631710 | Auteur: Akiro | Channel: 『👀』mudae | Message: ^$h
Msg_id: 859158800203776000 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158802721144863 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158805665022003 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158808144510976 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158810957709342 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859158814891966554 | Auteur: Akiro | Channel: 『👀』mudae | Message: $h
Msg_id: 859410832902062090 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Sum 41 - In Too Deep
Msg_id: 859410866943164466 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mieux qu'avant key largo audio lyrics
Msg_id: 859412132947558410 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p générique malcom
Msg_id: 859412205066125323 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p one piece opening 1
Msg_id: 859412852447903745 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 859508076703776789 | Auteur: Akiro | Channel: 『💬』général | Message: vous voyez
Msg_id: 859508096891224105 | Auteur: Akiro | Channel: 『💬』général | Message: la soumise
Msg_id: 859510308267884544 | Auteur: c moi wsh | Channel: 『💬』général | Message: pourtant c'est toi qui a le mot esclave dans ton pseudo , esclave va
Msg_id: 859510321663049728 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@!503826313803595786>
Msg_id: 859510473716138004 | Auteur: Akiro | Channel: 『💬』général | Message: c bien de  changer le pseudo des gens pour avoir de la reparie
Msg_id: 859510498692431914 | Auteur: c moi wsh | Channel: 『💬』général | Message: face de bite
Msg_id: 859510535824605185 | Auteur: c moi wsh | Channel: 『💬』général | Message: on a del a reparie ici
Msg_id: 859510545807310918 | Auteur: Akiro | Channel: 『💬』général | Message: etui
Msg_id: 859510555059814411 | Auteur: c moi wsh | Channel: 『💬』général | Message: vieux gland
Msg_id: 859510596499144711 | Auteur: Akiro | Channel: 『💬』général | Message: eunuque
Msg_id: 859577494440116284 | Auteur: Senku | Channel: 『💬』général | Message: https://youtu.be/WVsVA3SYm0Q
Msg_id: 859590845174906892 | Auteur: Senku | Channel: 『💬』général | Message: 
Msg_id: 859791758014414859 | Auteur: Akiro | Channel: 『👀』mudae | Message: !d bump
Msg_id: 860096037036097566 | Auteur: Héra | Channel: 『💬』général | Message: 
Msg_id: 860161426547015720 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p every night f430
Msg_id: 860162519666786345 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p thriller kekra
Msg_id: 860169175732453406 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p https://www.youtube.com/watch?v=AMzfDi1FVCc&t
Msg_id: 860170253523091488 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p ost hollow purple
Msg_id: 860171949879984170 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 860173842629656646 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p f430 next level
Msg_id: 860173892419846156 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p cash business
Msg_id: 860173956497670164 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p f430 cash business
Msg_id: 860174887074529340 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 860179982965800980 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Fum22 nocive
Msg_id: 860180037062885386 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Evidemment Green montana
Msg_id: 860181558995320873 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p  pnl shenmue
Msg_id: 860181779453575228 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 860181807983099935 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p pnl mexico
Msg_id: 860182958970241044 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p mmz nicky larson
Msg_id: 860202082342797333 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p harry potter distorded
Msg_id: 860202234277265436 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -skip
Msg_id: 860202256112549929 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Kekra fin de jeu
Msg_id: 860202278421135391 | Auteur: Therneum | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p Kekra maintenant
Msg_id: 860203094075113492 | Auteur: Ryuji🐉 | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p f430 CA VAS PAYER
Msg_id: 860276298907516939 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: <@!631252660795736066> ah ouai sa joue a hearthsone
Msg_id: 860277131001724968 | Auteur: Tiiger | Channel: 『💬』général | Message: Oui pourquoi ?
Msg_id: 860292383693209600 | Auteur: Tiiger | Channel: 『💬』général | Message: Je perd une game comme ça je comprend pas
Msg_id: 860299956605812806 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: ta acheter l'extension?
Msg_id: 860304551819345970 | Auteur: Tiiger | Channel: 『💬』général | Message: Tu me l’achète ? 🥺
Msg_id: 860304660140130305 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: tu crois jsui ton sugar daddy
Msg_id: 860305101812662282 | Auteur: Tiiger | Channel: 『💬』général | Message: Et pourquoi pas
Msg_id: 860305274539868170 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: ont a jamais ken ensemble et tu crois jvais te payer
Msg_id: 860431760311451669 | Auteur: Akiro | Channel: 『💬』général | Message: <:tuvesqui:821755792193486868>
Msg_id: 860495341480312853 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p zkr freestyle 5min #11
Msg_id: 860511955571310602 | Auteur: Amélia | Channel: 『💬』général | Message: 
Msg_id: 860547560393539585 | Auteur: Akiro | Channel: 『💬』général | Message: wsh amelia
Msg_id: 860547566570569769 | Auteur: Akiro | Channel: 『💬』général | Message: bvn
Msg_id: 860553140208926720 | Auteur: c moi wsh | Channel: 『💬』général | Message: charo
Msg_id: 860553313845116939 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@!644653893862686720>
Msg_id: 860553324049989632 | Auteur: c moi wsh | Channel: 『💬』général | Message: pq t 'es co
Msg_id: 860553415133364275 | Auteur: socxrla | Channel: 『💬』général | Message: je t’en pose des questions tdc ?
Msg_id: 860553464143675392 | Auteur: c moi wsh | Channel: 『💬』général | Message: toujjours aussi sympa
Msg_id: 860553479839023184 | Auteur: c moi wsh | Channel: 『💬』général | Message: sale 2008
Msg_id: 860553517944143872 | Auteur: socxrla | Channel: 『💬』général | Message: je suis une 2005
Msg_id: 860553529164562452 | Auteur: c moi wsh | Channel: 『💬』général | Message: tg 2008
Msg_id: 860553571691134996 | Auteur: c moi wsh | Channel: 『💬』général | Message: t'es plus jeune qu'une 208
Msg_id: 860553573610946580 | Auteur: socxrla | Channel: 『💬』général | Message: ftg
Msg_id: 860553614229766144 | Auteur: c moi wsh | Channel: 『💬』général | Message: grosse truie tu veux quoi
Msg_id: 860553700011278347 | Auteur: c moi wsh | Channel: 『💬』général | Message: j'vais te mettre un lampadaire dans le trou fion ( c'est akiro qui le fera c'est son kiffe )
Msg_id: 860553762498412554 | Auteur: Akiro | Channel: 『💬』général | Message: et fermes ta bouches
Msg_id: 860553793246593085 | Auteur: Akiro | Channel: 『💬』général | Message: ta grosse tete
Msg_id: 860553817018728449 | Auteur: c moi wsh | Channel: 『💬』général | Message: parle mieux tu t'appelles pause caca
Msg_id: 860554255344861224 | Auteur: Akiro | Channel: 『💬』général | Message: c toi tu changes mon pseudo
Msg_id: 860554283107090432 | Auteur: Akiro | Channel: 『💬』général | Message: et tu penses etre drole
Msg_id: 860554351148138527 | Auteur: c moi wsh | Channel: 『💬』général | Message: roh tg
Msg_id: 860554394726432769 | Auteur: c moi wsh | Channel: 『💬』général | Message: la manette ok mais pas les jeux
Msg_id: 860554996696088576 | Auteur: BilletMauve | Channel: 『💬』général | Message: Re.
Msg_id: 860575380389101578 | Auteur: Tiiger | Channel: 『💬』général | Message: Viens MP
Msg_id: 860576212329693184 | Auteur: Akiro | Channel: 『💬』général | Message: <:drol:816232499092127744>
Msg_id: 860577367012540426 | Auteur: Tiiger | Channel: 『💬』général | Message: <a:4u_suck:855445210242351136>
Msg_id: 860577480511062076 | Auteur: Tiiger | Channel: 『💬』général | Message: Je vais jouer de mes atouts
Msg_id: 860593699653025792 | Auteur: Akiro | Channel: 『💬』général | Message: non
Msg_id: 860593757862494238 | Auteur: Tiiger | Channel: 『💬』général | Message: <a:hamstercry:849031073384103967>
Msg_id: 860595312732798996 | Auteur: Akiro | Channel: 『💬』général | Message: y en a aucun donc
Msg_id: 860595442001903707 | Auteur: Tiiger | Channel: 『💬』général | Message: Tu serais étonné..
Msg_id: 860595515884175370 | Auteur: Akiro | Channel: 『💬』général | Message: non
Msg_id: 860595633646731294 | Auteur: Tiiger | Channel: 『💬』général | Message: 😔😔
Msg_id: 860595726924120094 | Auteur: Akiro | Channel: 『💬』général | Message: <:OwMonDieu:842812732246851584>
Msg_id: 860612390668599337 | Auteur: c moi wsh | Channel: 『💬』général | Message: Arrete avec tes emojis gros fils de pute
Msg_id: 860612495840510022 | Auteur: c moi wsh | Channel: 『💬』général | Message: <@463834698230005760> t'es chaud on fait une descente chez lui tout nu ?
Msg_id: 860621690807779338 | Auteur: Asmodelo | Channel: 『💬』général | Message: Quand tu veux
Msg_id: 860628548620124209 | Auteur: Akiro | Channel: 『💬』général | Message: t as pas nitro
Msg_id: 860628588084985856 | Auteur: Akiro | Channel: 『💬』général | Message: c pas ma faute si t es pauvre
Msg_id: 860649362672975912 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: azy
Msg_id: 860785777105174548 | Auteur: Akiro | Channel: 『💬』général | Message: bresom amine
Msg_id: 860820992761790474 | Auteur: Akiro | Channel: 『👀』commandes | Message: !d bump
Msg_id: 861320051679297567 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320057602834462 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320061716660274 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320065659437066 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320068847894528 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320072089829417 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320077639155713 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320080981229579 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320083514327052 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320087780327455 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861320098941370428 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395468172918784 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $wl
Msg_id: 861395478028353556 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395511886086154 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395516620931093 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395520312705034 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395524107894804 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395527749206016 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395534425227284 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395537495719948 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395541534834738 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395544039227472 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861395580806758431 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $dk
Msg_id: 861415381289795594 | Auteur: Senku | Channel: 『💬』général | Message: <@!310902782674599937>
Msg_id: 861415389975281684 | Auteur: Senku | Channel: 『💬』général | Message: il chie jcroi
Msg_id: 861509960042545172 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p zkr freestyle 5min #11
Msg_id: 861562098752290826 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p zkr freestyle 5min #11
Msg_id: 861563727069446154 | Auteur: c moi wsh | Channel: 𝕄𝕦𝕤𝕚𝕢𝕦𝕖🎶 | Message: -p zkr freestyle 5min #11
Msg_id: 861595638889185320 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: £H
Msg_id: 861595645617504297 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595652092854282 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595655847411752 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595658536484865 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595662536671242 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595696531374130 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595701176041542 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595706356006933 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595710078976021 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595712717324289 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 861595756725010453 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $mu
Msg_id: 861871855185690634 | Auteur: Akiro | Channel: 『👀』commandes | Message: !d bump
Msg_id: 862223658993713153 | Auteur: Senku | Channel: 『💬』général | Message: https://twitter.com/kekelly1919/status/1412068334959480836?s=21
Msg_id: 862235725625819168 | Auteur: Akiro | Channel: 『💬』général | Message: tu veux pas travailler à micromania macine?
Msg_id: 862235786634854410 | Auteur: Senku | Channel: 『💬』général | Message: mais ftg toi
Msg_id: 862235802741506068 | Auteur: Senku | Channel: 『💬』général | Message: retourne dormir frr
Msg_id: 862236178216648704 | Auteur: Akiro | Channel: 『💬』général | Message: c une question sah
Msg_id: 862236208796532756 | Auteur: Akiro | Channel: 『💬』général | Message: t la tu m insultes
Msg_id: 862315426482094151 | Auteur: Zibane | Channel: 『💬』général | Message: Mddddddr il la terminer
Msg_id: 862315472384688138 | Auteur: Zibane | Channel: 『💬』général | Message: Et akiro suce mes 3 couilles
Msg_id: 862315715703865355 | Auteur: Akiro | Channel: 『💬』général | Message: tu veux pas travailler à micromania?
Msg_id: 862319024075178054 | Auteur: Akiro | Channel: 『👀』commandes | Message: !d bump
Msg_id: 862337539925606462 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337546063314974 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337550336393276 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337553855283222 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337559128440832 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337573309513770 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
$h
Msg_id: 862337576417361920 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337580158681162 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337612497027102 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337620674347019 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337624773230592 | Auteur: Ryuji🐉 | Channel: 『👀』mudae | Message: $h
Msg_id: 862337741214973972 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: je taff deja en cuisine
Msg_id: 862338652167602176 | Auteur: Akiro | Channel: 『💬』général | Message: tchiiiiiiiiiiiiiiiiiiiiiip
Msg_id: 862338670211498034 | Auteur: Akiro | Channel: 『💬』général | Message: vous me saoulez
Msg_id: 862341209334874155 | Auteur: Ryuji🐉 | Channel: 『💬』général | Message: SUCE MA BITE
Msg_id: 862345740461408276 | Auteur: L.OGS | Channel: 『💬』général | Message: 
Msg_id: 862345952575357028 | Auteur: L.OGS | Channel: 『💬』général | Message: Yo les moches
Msg_id: 862349251279192094 | Auteur: Akiro | Channel: 『💬』général | Message: yo le gay
Msg_id: 862349267624788029 | Auteur: L.OGS | Channel: 『💬』général | Message: Aie
Msg_id: 862349307390459974 | Auteur: L.OGS | Channel: 『💬』général | Message: Il a donc percé mon mystère
Msg_id: 862349376768573442 | Auteur: Akiro | Channel: 『💬』général | Message: ta pp jojo c normal
Msg_id: 862349408053755916 | Auteur: Akiro | Channel: 『💬』général | Message: faut pas etre aveugle
Msg_id: 862349987307192340 | Auteur: L.OGS | Channel: 『💬』général | Message: Jojo > ton animé pref
Msg_id: 862349998010925067 | Auteur: L.OGS | Channel: 『💬』général | Message: Rien de plus réel
Msg_id: 862354099532857434 | Auteur: Akiro | Channel: 『💬』général | Message: fermes ta bouche
Msg_id: 862354111764365322 | Auteur: Akiro | Channel: 『💬』général | Message: et manges ton caca
Msg_id: 862370785355497472 | Auteur: L.OGS | Channel: 『💬』général | Message: Miam
Msg_id: 862437727248449546 | Auteur: Akiro | Channel: 『👀』rinbot | Message: !d bump
Msg_id: 862439073884405781 | Auteur: Adam23 | Channel: 『💬』général | Message: 
Msg_id: 862439167291817996 | Auteur: Adam23 | Channel: 『📸』médias | Message: https://discord.gg/h94rg9DW
Msg_id: 862452123920629800 | Auteur: Akiro | Channel: 『👀』rinbot | Message: <@!230920595204866050> tu manges vla le caca
Msg_id: 862455530999382057 | Auteur: Senku | Channel: 『💬』général | Message: jojo ca pu sa mère
Msg_id: 862458959292792852 | Auteur: Akiro | Channel: 『💬』général | Message: merci
Msg_id: 862656419072180245 | Auteur: Akiro | Channel: 『👀』mudae | Message: !d bump
Msg_id: 862658710669361152 | Auteur: ZhenZhen | Channel: 『📸』médias | Message: Carré delamain
Msg_id: 862658819565682729 | Auteur: ZhenZhen | Channel: 『💬』général | Message: 
Msg_id: 862658841022562325 | Auteur: ZhenZhen | Channel: 『💬』général | Message: 
Msg_id: 862658850070331442 | Auteur: ZhenZhen | Channel: 『💬』général | Message: 
Msg_id: 862658858606133268 | Auteur: ZhenZhen | Channel: 『💬』général | Message: 
